startsum_low,startsum_high,age_low,age_high,distance,starttype,gender,applicants,addition,first_price,good_prop,id,starting_total,starting_women
0,50000,3,3,2140,1,1,8,0,50000,0,874,8,1
0,95000,3,12,1640,2,0,12,1,30000,1,875,11,1
95000,182077,3,12,2140,2,0,15,0,40000,1,876,12,2
0,550000,4,4,2140,0,1,8,1,50000,0,877,8,2
0,960000,3,12,2140,0,0,7,1,60000,0,878,7,1
50001,12000000,3,3,1640,2,1,8,0,60000,0,879,8,0
0,12000000,0,12,2140,1,0,7,0,0,0,880,7,2
0,17500,3,12,2140,1,0,11,0,30000,1,881,9,2
0,39500,3,12,2140,1,0,9,0,30000,0,882,9,2
0,75000,3,3,2140,2,0,14,1,50000,1,883,12,0
0,81500,3,12,2140,2,0,15,1,30000,1,884,12,2
39501,135000,3,12,1640,2,0,17,1,30000,1,885,12,1
135001,268000,3,12,2140,2,0,15,0,30000,1,886,12,1
100001,360000,3,12,1640,2,1,11,0,30000,1,887,9,2
0,12000000,0,12,2140,1,0,7,0,0,0,889,7,3
100001,250000,3,12,1640,2,0,17,0,110000,1,891,12,1
250001,500000,3,12,2140,2,0,22,0,110000,1,892,12,2
500001,900000,3,12,2640,1,0,15,0,110000,1,893,12,2
500001,1700000,3,12,1640,2,0,17,0,125000,1,894,12,1
900001,12000000,3,12,2140,2,0,11,0,150000,1,895,10,1
75001,1620000,3,12,2140,0,1,19,1,110000,1,896,15,2
0,12000000,2,2,1640,2,0,12,0,700000,1,897,12,2
50001,12000000,3,4,2140,0,0,10,0,150000,0,898,8,1
10001,50000,3,3,1640,2,0,12,0,30000,1,899,12,2
0,75000,3,3,2140,2,0,14,0,50000,1,900,12,3
10001,95000,3,3,2140,2,0,15,0,30000,1,901,12,3
95001,170000,3,3,2140,2,0,17,0,30000,1,902,12,1
0,6500,3,12,2140,1,0,14,0,30000,1,903,12,2
0,31000,3,12,2140,1,0,8,0,30000,0,904,7,2
0,66000,3,12,1640,2,0,16,0,30000,1,905,12,1
31001,12200,3,12,2140,2,0,19,0,30000,1,906,12,6
0,20100,3,12,2640,0,0,16,0,30000,1,907,14,2
122001,240000,3,12,1640,2,0,19,0,30000,1,908,12,1
0,12000000,0,12,2140,1,0,11,0,0,1,909,10,2
0,12000000,4,12,2140,1,0,0,0,0,0,910,0,0
0,12000000,4,12,2140,1,0,2,0,0,0,890,1,0
0,821000,3,12,2640,0,0,14,1,30000,1,888,14,4
0,12000000,3,12,2140,2,1,10,0,100000,0,388,9,1
0,12000000,2,2,1640,2,0,11,0,600000,1,529,10,0
0,0,0,0,2140,1,0,0,0,0,1,930,0,0
