startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
122400,Brienne of Tarth,1139,5,s,Persson David (Ax),0,40900,1,1400
122365,Backer TR (IT),1304,4,h,Lindblom Björn (J),0,0,1,1401
122250,Spinofhope LB,985,4,s,Ljunggren Leif (Å),0,8500,0,1402
122250,Rio An d'Mill,533,10,v,Virestedt Aron (J),0,0,0,1403
122242,Becker Grif* (IT),2142,4,h,Dahlén Magnus (Hd),0,0,1,1404
122000,Huis Clos,1755,4,v,Lövgren Joakim (J),0,30500,1,1405
122000,Umustbecrazy,1140,4,s,Persson Fredrik (Kr),0,4500,1,1406
121800,Limus Effi,25,9,s,Blomander Björn (Vg),0,0,0,1407
121400,Denco's Benito,545,5,v,Heiskanen Veijo (Å),0,16000,1,1408
121400,Wateraid JE,521,10,v,Johansson Bo (Å),0,0,0,1409
121400,Eros Hornline,685,8,v,Arvidsson Rune (J),0,0,0,1410
121100,Lillmarie Komp,109,5,s,Persson Fredrik (Kr),0,2000,1,1411
121097,Bolla Spritz (IT),1560,4,s,Martinsson Eric (Ax),0,0,1,1412
120750,Chivalry,219,6,v,Partanen Jesper (Å),0,5500,0,1413
120500,Gloster Gladiator,925,4,v,Berg Fredrik (Ax),0,35500,0,1414
120400,Livi Precious,104,4,s,Stenströmer Ulf (Ax),0,0,1,1415
120000,Domingoa,900,4,s,Widegren Dan (Hd),0,8500,1,1416
120000,Listas Minttu,520,4,s,Fredriksson Johan (Ax),0,500,0,1417
119500,One to Win,360,6,v,Linderoth Mikael Å (Å),0,3000,1,1418
119400,Katla,499,4,s,Mifsud Larson (J),0,6900,0,1419
119200,Dejvid Am,456,8,v,Rehn Kenneth (Ax),0,0,0,1420
119150,GKStrateg,95,10,v,Nilsson Annika (Kr),1,2000,0,1421
119000,Red Jasper RD,935,5,v,Dyhrberg Svend (Hd),0,0,1,1422
118800,Garry ST,525,6,v,Bodevind Johanna (Hd),1,0,0,1423
118500,Honey B,630,4,s,Hedberg Pär (Ax),0,19000,1,1424
118500,Zeroguning,465,4,v,Persson David (Ax),0,30000,1,1425
118500,Stepping SpaceGirl,915,5,s,Untersteiner Johan (Hd),0,15500,1,1426
118400,Hövding Sting,648,6,v,Strandqvist Linn (Hd),1,37300,1,1427
118200,Wiki Waki Woo,433,5,s,Adler Hans (Å),0,16500,1,1428
118100,Tamara Face,528,6,s,Bergquist Anna-Karin (J),1,27300,0,1429
117900,Trollhunter,444,4,v,Norén Björn (Ax),0,21900,0,1430
117800,Julle Flash,325,12,v,Helin Eva-Lena (Hd),1,0,0,1431
117600,Fingersprint,168,6,v,Berg Björn (Vg),0,11800,0,1432
117500,Milles Goofy,2070,6,v,Prytz Pethra (Å),1,0,0,1433
117400,Ultimate Brodde,1844,5,v,Lövgren Joakim (J),0,66900,1,1434
117300,Remus Eck,559,4,v,Malmqvist Tomas (J),0,22400,1,1435
116900,Viktoria Neo,55,8,s,Backman Morgan (Kr),0,0,0,1436
116700,Peridot Online,55,11,v,Andersson Tomas P-J (Å),0,0,0,1437
116500,Mayflower AF,232,7,s,Forssell Anna (Ax),1,12800,1,1438
116500,Guardian,630,5,v,Hedberg Pär (Ax),0,2000,1,1439
116500,Agnäs,150,8,s,Johansson Gerhard S (Å),0,7000,0,1440
116500,Toxic Knight,338,8,s,Dolnäs Heikki (Å),0,0,0,1441
116400,Chess Brodda,525,4,s,Untersteiner Johan (Hd),0,0,1,1442
116200,White Sock,690,6,v,Jönsson Ronny (J),0,0,0,1443
116058,Julius Star,30,10,v,von Dabrowski Andre (J),0,500,1,1444
116000,Ultra Violet,1780,4,s,Falsig Bo (Å),0,30000,1,1445
115800,Sioux Femme Fatale,478,5,s,Palmér Per (Å),0,12300,0,1446
115500,Vikens Fernand,230,5,v,Fellbrandt Mikael (Ax),0,0,1,1447
115500,Rizzi Brodda,1000,4,s,Untersteiner Peter (Hd),0,8000,1,1448
115500,USMale,295,6,v,Hultgren Anders (Ax),0,0,0,1449
115491,Todays Pal,55,7,v,Wiktorsson Christer (J),0,500,0,1450
115400,Högsrums Aramis,550,6,v,Johansson Emma E (Kr),1,0,0,1451
115400,Mill Alba,175,6,s,Kjellén Mats (Ax),0,500,0,1452
115100,Dabkas Rainbowdash,265,6,s,Gustafsson Rolf (Vg),0,0,0,1453
115000,National Day,40,12,v,Hjelmrin Johnny (Vg),0,0,0,1454
114000,Alcala,820,5,s,Bergh Robert (Å),0,0,1,1455
113800,In Love di Quattro,2105,6,v,Bergh Robert (Å),0,0,1,1456
113800,McNeil,155,7,v,Jonsson Thomas (Kr),0,0,1,1457
113700,Frost Tabac,735,6,v,Hermodsson Lars (J),0,28500,0,1458
113572,Princess la Mint,538,9,s,Gren Anna (J),1,28300,0,1459
113500,Milk and Sugar,90,5,s,Elfstrand Mimmi (Ax),1,3000,1,1460
113500,Firecrest,1505,4,s,Samuelsson Ola (J),0,5500,1,1461
113500,Precious Lane,1710,4,s,Untersteiner Johan (Hd),0,30000,1,1462
113400,Center Teemer,849,7,v,Zerne Isabella (Ax),1,0,0,1463
113291,Prince of Laddie,50,11,v,Jensen Petra (J),1,0,0,1464
113200,OMGemma,378,5,s,Crebas Hans (Ax),0,31200,1,1465
113000,Höwings Unicorn,391,9,v,Steffensen Fredrik (Å),0,0,0,1466
112931,Yerbas Primavera,194,6,s,Ivanov Ivelin (J),0,0,0,1467
112500,Moofushi,2010,4,s,Nilsson Lars I (J),0,31000,1,1468
112400,Red Sea Crossing,778,10,v,Holdhaus Maria (Å),1,0,0,1469
112400,Fauntleroy,739,5,v,Johansson Emma E (Kr),1,39400,0,1470
112000,Charming Evy Sisu (NO),55,9,s,Johansson Alf (Å),0,500,0,1471
111900,Federal Agent,418,9,v,Rungegård Marie-Louise (Ti),1,0,0,1472
111600,Rally Hjälten,327,5,v,Martinsson Eric (Ax),0,0,1,1473
111266,Copiko,195,6,s,Judinsson Charlotte (Kr),1,0,0,1474
111200,Calvados Akema,124,10,v,Nilsson Ingemar (Vg),0,8900,0,1475
111000,Morell,1125,4,s,Untersteiner Peter (Hd),0,35500,1,1476
110600,Shellys Rubin,83,10,s,Danielsson Owe (Å),0,0,0,1477
110500,Maisy,105,5,s,Samuelsson Bo (Ax),0,500,0,1478
109800,Vångs Enok,360,10,v,Andreasson Ronny (Ax),0,8500,0,1479
109797,Afrodite Ax (FI),665,6,s,Holmqvist Stefan (Ax),0,0,0,1480
109700,Shimoko,502,5,s,Stenströmer Ulf (Ax),0,0,1,1481
109280,Gypsie du Lupin (FR),1315,5,s,Mifsud Larson (J),0,71500,0,1482
108800,Go for Fun,220,5,v,Andersson Jenny (J),1,9500,1,1483
108800,Salvator Mundi,173,5,v,Svensson Susanne (J),1,2500,0,1484
108500,Luringen la Ma,1060,4,v,Eklundh André (Å),0,0,1,1485
108500,Mill Cava,780,4,s,Stenströmer Ulf (Ax),0,25000,1,1486
108400,Scarlet Knightmare,84,6,s,Untersteiner Johan (Hd),0,500,1,1487
108400,Chased,2009,4,v,van der Meer Patricia (J),1,87500,1,1488
108300,Eds Judy,115,9,s,Elfstrand Mimmi (Ax),1,3000,1,1489
108250,Budets Sara,1022,4,s,Karhulahti Ville (Ax),0,500,0,1490
108186,Strong Summer,226,13,v,Renström Caroline (Ax),1,0,0,1491
108000,Xet Diablo,715,5,v,Untersteiner Peter (Hd),0,500,1,1492
108000,Time to Love,1730,4,s,Blomberg Helén (Å),1,0,0,1493
107800,Oche Trot,1430,4,s,Lugauer Conrad (J),0,68000,1,1494
107800,Arn de Castella,1037,10,v,Pettersson Patrik (Ax),0,0,0,1495
107500,Dancingwithdemons,514,6,v,Falsig Bo (Å),0,13400,1,1496
107500,Min Fina,70,6,s,Fagerberg Caroline (Ax),1,6500,0,1497
107400,Little Talks,445,9,h,Flink Jan E (Ax),0,0,0,1498
107400,Lancelot Brodde,265,7,v,Norrby Ulf (J),0,0,0,1499
107200,Mister Lee,40,6,v,Olsson Mats (Å),0,0,0,1500
106900,Time to Vacation,580,5,s,Svensson Lennart (Vg),0,4500,0,1501
106830,Baronerosso Play* (IT),805,4,h,Dahlén Magnus (Hd),0,18000,1,1502
106700,Hard Bargain (US),47,11,v,Jönsson Ronny (J),0,0,0,1503
106600,Luna Piena,340,7,s,Åkerblom Solbritt (J),1,24000,0,1504
106600,Skogans Calvados,235,8,v,Olsson Cecilia (Å),1,0,0,1505
106500,Easy Cash Pirat,1260,5,v,Aho Mikko (Å),0,65500,1,1506
106500,Keziah Boko,1900,4,v,Lugauer Conrad (J),0,60000,1,1507
106500,SHTThornofroses,40,6,s,Eskilsson Malin (Vg),1,0,0,1508
106500,Florine Newmen,370,4,s,Jakobsson Bo (Å),0,500,0,1509
106400,Merzan,900,5,s,Svart Janne (Å),0,0,0,1510
106300,Franseska,535,7,s,Friman Sten-Inge (Ax),0,0,0,1511
106200,Lord of Stonecroft,480,5,v,Björkqvist Jan (Ax),0,3000,0,1512
106200,Sun Trip,145,8,s,Christiansson Anders (Å),0,0,0,1513
105900,Francks Gidjon,100,9,v,Franck Hans (Vg),0,500,0,1514
105800,JSEgon,140,5,v,Stenquist Niclas (Ax),0,0,1,1515
105774,Euphoria Silvåkra,99,8,s,Persson Julia (J),1,1000,0,1516
105637,Donkie Ixi,1370,8,s,Schillström Anders (Hd),0,0,0,1517
105600,Marengo BMW,81,8,v,Gustafsson Kjell (Kr),0,1000,0,1518
105400,Philippo,1085,4,v,Madsen Thomas (Kr),0,36000,1,1519
105400,Amoa King,810,4,v,Persson Fredrik (Kr),0,500,1,1520
105400,Bull Lock,390,6,v,Wallgren Mikael (Ax),0,0,0,1521
105000,Harry Dynamit,425,6,v,Fellbrandt Mikael (Ax),0,500,1,1522
105000,Brio Launcher,40,7,v,Linderoth Mikael Å (Å),0,1000,1,1523
105000,Kroatia Boko,1950,4,s,Uhrberg Thomas (J),0,0,1,1524
104900,Jatzie RD,1075,5,s,Dyhrberg Svend (Hd),0,1000,1,1525
104627,Freddy CK,233,7,v,Olsson Per-Ola (J),0,0,0,1526
104612,Cyklist (DK),20,7,v,Örberg Bo (J),0,1500,0,1527
104550,Sanita,40,7,s,Kyllönen Kimmo (Å),0,0,0,1528
104400,Guiding Light,503,5,v,Törnkvist Börje (Kr),0,0,0,1529
104200,Lovemelikeyoudo,620,6,s,Henriksson Per-Emil (Hd),0,31500,0,1530
104190,Twins Magic,114,5,s,Dyhrberg Svend (Hd),0,1000,1,1531
104000,Ecke Steel,60,5,v,Dalborg Thomas (Ax),0,0,1,1532
104000,Juni Rapid,270,4,s,Svanstedt Anders (Ax),0,1000,1,1533
103700,Topaz Face,221,6,v,Svensson Lennart (Vg),0,0,0,1534
103300,Lukas,365,10,v,Jureit Ursula (Å),1,0,0,1535
103300,Grayson Sisu,1603,5,v,Opander Claes (Ax),0,0,0,1536
103175,Sif Face,320,7,s,Aurell Laursen Katarina (Ax),1,0,1,1537
102900,Vain Summer,25,8,v,Rylander Jill (Ax),1,1000,0,1538
102700,Vinci Knight Am,1254,7,v,Rutgersson Roland (Å),0,0,0,1539
102600,Orkan All Over,662,7,v,Andersson Robert (J),0,26000,0,1540
102600,TheFaceofaJoker,55,9,v,Svanhall Irene (Kr),1,3000,0,1541
102300,Navaho Ghostdance,370,5,v,Carlsson Agnes (J),1,15000,0,1542
101900,Sentfromabove,335,6,s,Carlsson Agnes (J),1,0,0,1543
101558,Zio Salvio (IT),679,6,h,Örtlund Natalie (J),1,0,0,1544
101500,Alfa Minerva,565,6,s,Eklundh André (Å),0,0,1,1545
101500,Ariane Summit,1755,4,s,Edman Anders (Ax),0,15000,0,1546
101388,Firenze Laser* (DK),1610,4,s,Lövgren Joakim (J),0,10000,1,1547
101110,Jefferson Boko,660,5,h,Lorentzen Jörgen (J),0,42800,1,1548
101034,Harrison (FR),179,4,v,Lorentzen Jörgen (J),0,1233,1,1549
101000,Global Be Happy,540,4,s,Lövgren Joakim (J),0,18000,1,1550
100942,Free Bird,557,9,s,Rogell Anna (J),1,0,0,1551
100900,Bronson (DK),415,8,v,Forsberg Fredrik (J),0,0,0,1552
100800,Pomeroy,760,4,h,Linderoth Mikael Å (Å),0,0,1,1553
100700,MTMulto Bene,1097,7,v,Johansson Lennart T (Ax),0,0,0,1554
100700,Aiakos Miguan,346,8,v,Johansson Mikael W (Kr),0,0,0,1555
100500,White Lady Broline,1655,4,s,Lövgren Joakim (J),0,0,1,1556
100500,Classic Sparkle,1210,4,v,Svanstedt Rickard (Ax),0,0,1,1557
100500,Belcano Rich,55,12,v,Sandgren Ove (Å),0,0,0,1558
100400,Akilles Face,1429,3,h,Kolgjini Adrian (J),0,50500,1,1559
100300,Västerbo LookHigh,898,3,s,Zackrisson Anders (Kr),0,50500,1,1560
100100,Castor Miguan,115,6,v,Svanhall Irene (Kr),1,3000,0,1561
100000,Mellby Joker,1900,3,v,Bergh Robert (Å),0,100000,1,1562
99000,Ryggornas Missy,138,10,s,Reuterberg Camilla (Å),1,0,0,1563
98980,Bucefalo Gielle* (IT),1395,4,h,Örtlund Natalie (J),1,35000,0,1564
98900,Västerbo Marbre,1055,6,v,Aurell Laursen Katarina (Ax),1,55500,1,1565
98900,Dionysos LI,169,4,v,Martinsson Eric (Ax),0,0,1,1566
98800,Black Hill,830,4,h,Untersteiner Peter (Hd),0,0,1,1567
98700,Love Vici,170,7,s,Fajersson Greger (Kr),0,1000,1,1568
98500,Vasco,1610,4,v,Untersteiner Peter (Hd),0,0,1,1569
98500,Siesta Rak,80,9,s,Nilsson Frank (J),0,500,0,1570
98200,Cool Flow,70,7,s,Berg Fredrik (Ax),0,0,0,1571
98100,Czarine,270,6,s,Jonsson Håkan (Hd),0,500,0,1572
98066,Zeb Macay,45,9,v,Gustafsson Anne-Cathrin (Å),1,500,0,1573
98000,Jakob KBoko,1680,5,h,Lugauer Conrad (J),0,27500,1,1574
98000,Bang Bang Bi (IT),775,4,s,Oscarsson Jim (Kr),0,0,1,1575
97800,Dats Pepito,928,4,v,Martinsson Eric (Ax),0,47800,1,1576
97800,Teton Martina,55,7,s,Leander Malin (Ax),1,0,0,1577
97500,Sebbe Cee,2025,4,v,Lugauer Conrad (J),0,85000,1,1578
97500,Minnucci Zon,1550,4,s,Lövgren Joakim (J),0,10500,1,1579
97100,Noblesse Lemon,25,9,s,Pettersson Gisela (Å),1,500,0,1580
95700,Rex,1150,8,v,Andersson Leif (Å),0,0,0,1581
95700,Charming,224,5,v,Steffensen Fredrik (Å),0,500,0,1582
95400,NTT's Avatar,124,4,v,Zukanovic Admir (Å),0,0,1,1583
95350,Super Qisen,235,12,v,Mellgren Lena (Ax),1,2500,0,1584
95300,Wild Jupp,525,7,v,Bengtsson Claes (J),0,5000,0,1585
95000,Francks de Soto,635,6,v,Franck Hans (Vg),0,0,0,1586
95000,Borups Tindra,470,5,s,Thulin Gustaf (J),0,0,0,1587
94855,Oliver PHill,1634,6,v,Lugauer Conrad (J),0,48000,1,1588
94700,Ryggornas Nikki,508,9,s,Reuterberg Camilla (Å),1,0,0,1589
94200,Ritz Happy Star,40,7,s,Rittbring Ann-Charlotta (Hd),1,500,0,1590
94136,Ellen CK,40,8,s,Olsson Per-Ola (J),0,3500,0,1591
94000,Cornelia Teemer,1385,6,s,Zerne Isabella (Ax),1,25500,0,1592
94000,She Did It,595,5,s,Andersson Sven-Erik (J),0,5500,0,1593
93800,Kencia,230,5,s,Untersteiner Johan (Hd),0,0,1,1594
93800,Country Sound,45,5,v,Zackrisson Anders (Kr),0,1500,1,1595
93800,Amazing Riverside,40,7,v,Jakobsson Jonna (Hd),1,0,0,1596
93800,Herman Laday,497,8,v,Andersson Linda (Å),1,0,0,1597
93550,Hanne Tooma,40,10,v,Sörmlind Joakim (Kr),0,0,0,1598
93300,Chilli Choice C,1259,7,s,Vikström Cecilia (Å),1,0,0,1599
93200,Devs Delirium,1298,5,v,van der Meer Patricia (J),1,26800,1,1600
93200,Wingait Ellen,81,6,s,Bengtsson Petter (Hd),0,500,0,1601
93100,Shiburas RedDragon,76,10,v,Landén Stefan (Hd),0,0,0,1602
93100,Unique Saint,840,5,s,Nilsson Fredrik (Kr),0,12500,0,1603
93000,Special Broadway,1505,4,s,Untersteiner Peter (Hd),0,15500,1,1604
92900,Josef Palema,81,9,v,Fredriksson Uno (Ax),0,0,0,1605
92900,Speed Sense,454,4,h,Wiklund-Turén Ulla (Ax),1,27900,0,1606
92500,Dartboard,1475,3,h,Bergh Robert (Å),0,92500,1,1607
92500,Leon de Castella,800,4,v,Untersteiner Peter (Hd),0,42500,1,1608
92400,Three Thirty,625,4,v,Thorson Olof (Å),0,21000,0,1609
92350,Mattole,291,11,v,Karlsson Sture (Å),0,0,0,1610
92300,Correct WF,1268,3,v,Bergh Robert (Å),0,92300,1,1611
92254,Mac Dubh,415,5,v,Göransson Carl-Otto (Hd),0,25500,1,1612
92200,Rondinella,219,5,s,Madsen Thomas (Kr),0,14400,1,1613
91900,Iron Ant,107,5,s,Petersson Emil (Hd),0,0,0,1614
91500,Run for Sebastian,1385,4,v,Untersteiner Johan (Hd),0,8000,1,1615
91200,Högstena Frida,200,8,s,Arvidsson Sofie (Å),1,7600,0,1616
91000,Linnea Fargo,25,7,s,Brekke Anders K (Ax),0,0,0,1617
90900,Just Wish Boko,95,5,v,Jonsson Thomas (Kr),0,1000,1,1618
90800,Thisisnotamerica,375,9,s,Renström Caroline (Ax),1,0,0,1619
90800,Cash on Line,553,5,v,Stafström Gitte (J),1,26400,0,1620
90650,Sunpower HP,392,12,v,Rogell Anna (J),1,0,0,1621
90600,Lily de Lune,70,7,s,Stenson Unni (Å),0,500,0,1622
90500,Rarity AF,1905,4,s,Eriksson Christoffer (J),0,50500,1,1623
90400,Garden Grove,783,5,s,Haglund Veronica (Hd),1,6800,0,1624
90017,Spinal Tap AT* (RS),1504,5,v,Bianchi Riccardo (Hd),0,50000,1,1625
90000,Borups Victory,1350,3,h,Bergh Robert (Å),0,0,1,1626
89800,Hoka Hey Geronimo,443,5,v,Rosén Patricia (Hd),1,0,0,1627
89500,Mannen,135,5,v,Oscarsson Jim (Kr),0,1500,1,1628
89400,Julienne Pride,66,10,s,Antonsson Kenneth (Å),0,0,0,1629
89200,Imagine,55,7,s,Partanen Jesper (Å),0,0,0,1630
89000,Denco's Galliano,840,3,h,Zukanovic Admir (Å),0,23500,1,1631
88828,Blonde Wind (IT),224,4,s,Göransson Carl-Otto (Hd),0,12400,1,1632
88800,Lisa Nevada,878,4,s,Molin Gunnar (Ax),0,42300,0,1633
88600,Global Upside Down,340,7,s,Larsson Jonas (Hd),0,0,0,1634
88500,Queen av York,525,5,s,Johansson Rolf (Ax),0,5000,1,1635
88500,Mirella Zaz,1235,3,s,Zackrisson Anders (Kr),0,60000,1,1636
88300,Gladiator AF,1455,6,v,Aurell Thomas (Å),0,0,0,1637
88300,Oliver Nalan,515,5,v,Gustafsson Roger (Kr),0,0,0,1638
88200,Idon'tcare,189,8,s,Eklundh Ulf-Peter (Hd),0,500,0,1639
88000,Harry River,150,6,v,Linderoth Mikael Å (Å),0,0,1,1640
88000,Fighter Simoni,825,4,v,Törnqvist Maria (Å),1,500,1,1641
87800,Rhina,70,8,s,Leonhardt Henning (Hd),0,500,0,1642
87500,Lady Beluga,1770,5,s,Lövgren Joakim (J),0,85500,1,1643
87350,Best of Jim,413,5,v,Lundell Jenny (J),1,0,0,1644
87300,Zone Z,245,5,v,Aho Mikko (Å),0,7500,1,1645
87100,Tessie Lock,985,5,s,Wallgren Mikael (Ax),0,31500,0,1646
87000,Bee El Cosette,228,8,s,Lindvall Fredrik (J),0,12800,0,1647
86800,Going for Glory (FR),228,5,s,Frinta Elke (J),1,17800,0,1648
86800,Valrhona Face,1340,4,h,Jakobsson Rigmor (Ax),1,0,0,1649
86600,Cheers for Me,490,7,s,Ohlsson Lillemor (Kr),1,19000,0,1650
86500,Salt Sea Water,185,10,v,Semenius Ann-Christine (Hd),1,0,0,1651
86500,Sweet Morique,275,4,s,Stolt Karl (Å),0,0,0,1652
86100,Minttu Akema,96,9,v,Nilsson Ingemar (Vg),0,0,0,1653
86000,Kakuna Jons,590,5,v,Jonsson Thomas (Kr),0,0,1,1654
86000,Ain't Misbehavin,1560,3,s,Riordan Jerry (Hd),0,0,1,1655
85800,Zoljon,858,5,v,Falsig Bo (Å),0,0,1,1656
85400,El Patron,879,4,v,Eklundh André (Å),0,39400,1,1657
85400,Major Sånna,122,7,v,Johansson Johanna (Kr),1,0,0,1658
85363,Asa Shadow (DK),70,9,v,Larsson Fredrik (J),0,0,0,1659
85100,Dreamonspirit,220,6,v,Aurell Laursen Katarina (Ax),1,1500,1,1660
85000,Abe Woodhull,110,6,v,Nilsson Annika (Kr),1,0,0,1661
85000,Il Forte,1275,3,h,Olsson Jarl (J),0,48000,0,1662
85000,Aurums Chamsin,158,11,v,Rungegård Marie-Louise (Ti),1,0,0,1663
84900,Chevelle,135,8,v,Davidsson Maria-Therese (Ti),1,0,0,1664
84560,Icelander* (FR),1317,3,h,Malmqvist Tomas (J),0,3262,1,1665
84500,Kentucky Zon,420,6,v,Bianchi Riccardo (Hd),0,14500,1,1666
84500,Nanny's Girl,1115,4,s,Malmqvist Tomas (J),0,0,1,1667
84500,Jersey Girl,450,4,s,Blomqvist Jonathan (Vg),0,8500,0,1668
84500,Stand By OO,160,9,v,Opander Claes (Ax),0,500,0,1669
84500,Lillvici,495,6,v,Svanhall Irene (Kr),1,0,0,1670
84498,Invictus Madiba* (FR),994,3,h,Malmqvist Tomas (J),0,40771,1,1671
84450,Beendraggedaround,80,10,v,Schillström Anders (Hd),0,8000,0,1672
84400,Blue Flamer,879,5,v,Dalborg Thomas (Ax),0,41400,1,1673
83800,Mr Leone ST,60,13,v,Andersson Ulrika (Hd),1,0,0,1674
83500,Carlos Topgun,427,8,v,Berg Thomsen Per (Ax),0,13200,0,1675
83100,Roger Z,765,5,v,Aichhorn Cecilia (Å),1,500,0,1676
83100,Todaysfreshair,508,7,v,Andersson Lovisa (Å),1,2500,0,1677
82800,Honey's Miracle,258,5,s,Korman Gerry (Å),0,7800,0,1678
82562,Iron Jet* (FR),1125,3,h,Malmqvist Tomas (J),0,82562,1,1679
82500,Hattie,475,4,s,Hedberg Pär (Ax),0,7000,1,1680
82500,Aero Zappo,237,9,v,Edvinsson Carina (Kr),1,0,0,1681
82500,Ras Tafari,75,5,v,Thörnblad Johan (Kr),0,0,0,1682
82300,Love Candy,105,7,s,F Bäckstrand Louise (Kr),1,0,0,1683
82300,Besa Hagh,186,5,s,Johansson Maria U (Kr),1,0,0,1684
82300,Ashanti Bi (IT),220,5,s,Svensson Örjan (Hd),0,0,0,1685
82100,Fuxie Queen,239,10,s,Andersson Robert (J),0,5900,0,1686
81900,A Perfect Face,1144,3,s,Kolgjini Adrian (J),0,25500,1,1687
81900,OMHighstep,1244,4,v,Bengtsson Claes (J),0,5000,0,1688
81700,Return of Bols,260,5,v,Sövik Preben (J),0,10500,1,1689
81500,Onceinatime (NO),455,5,s,Dalborg Thomas (Ax),0,15000,1,1690
81500,Chablis,1295,4,v,Martinsson Eric (Ax),0,23500,1,1691
81200,One too O'boy,396,6,v,Engström Görel (Kr),1,6500,0,1692
81100,Prince of Spirit,240,6,v,Sörensen Ulrika (Ax),1,500,0,1693
81100,Diamanti,305,9,v,Wiklund-Turén Ulla (Ax),1,10000,0,1694
81000,Midnight Special,1310,4,h,Burman Helena (J),1,0,1,1695
81000,Automower,595,8,v,Friman Sten-Inge (Ax),0,0,0,1696
81000,Valnes Lisa,1135,4,s,Carre Jonathan (Å),0,50500,0,1697
80800,Xanthis Christina,245,7,s,Johansson Rolf (Ax),0,1000,1,1698
80500,Lilo Love,1600,4,s,Madsen Thomas (Kr),0,67500,1,1699
80500,Thai Lannister (NO),1630,4,v,Untersteiner Johan (Hd),0,0,1,1700
80462,Virginia Dream (SI),415,8,s,Lycken Ireén (Ax),1,24000,0,1701
80100,Mojito Day,1451,4,v,Persson Fredrik (Kr),0,15500,1,1702
80000,Aramis Face,1400,3,h,Nilsson Lars I (J),0,80000,1,1703
80000,Mitos Dream Boy,915,5,v,Fagerberg Magnus (Hd),0,46000,0,1704
79800,Lady Isabell,291,7,s,Brodin Sara (Vg),1,0,0,1705
79700,Thisgirlisonfire,134,5,s,Oscarsson Jim (Kr),0,10400,1,1706
79600,Milles Magnus,425,8,v,Prytz Pethra (Å),1,500,0,1707
79374,Borodina,75,5,s,Radsten Patrik (J),0,0,0,1708
79100,Besim Zero KV,40,5,v,Ahlborg Cecilia (J),1,4000,0,1709
79100,Rock the Sock,310,4,s,Andersson Micael (J),0,6000,0,1710
79000,OMGogentle,1390,5,v,Knutsson Kent (Vg),0,0,1,1711
79000,Grimm Majyc (FR),620,5,v,Stenströmer Ulf (Ax),0,31500,1,1712
79000,Luke Diablo,1260,4,v,Untersteiner Peter (Hd),0,0,1,1713
79000,Silver Ideal,500,4,v,Andersson Robert (J),0,20000,0,1714
78900,Ellami Pride,196,8,s,Petersson Rune (Vg),0,5500,0,1715
78800,Peppy's Pearl,595,7,s,Pettersson Gisela (Å),1,20500,0,1716
78500,Bee Kronos (IT),1185,4,s,Dahlén Magnus (Hd),0,0,1,1717
78400,Feelgood Pepper,1224,5,v,Engvall Emil (Ax),0,59900,0,1718
78400,Abra Kadabra WW,344,4,s,Strandäng Birgitta (Ax),1,2000,0,1719
78200,Sandvångens Ancora,610,4,s,Palm Ronny (J),0,0,1,1720
78200,Iza S,520,4,s,Jochmus-Stöcke Bertil (J),0,21500,0,1721
78100,Together WF (IT),111,9,s,Karlsson Jan Ingvar (Vg),0,0,0,1722
78000,Alakazam Jons,820,5,v,Jonsson Thomas (Kr),0,0,1,1723
78000,Klara de Lux,980,5,s,Lindholm Marie (Ax),1,0,0,1724
77800,Il Commendante,25,6,v,Hellberg Cathrine (Hd),1,0,0,1725
77500,Bull's Eyes,1475,5,v,Göransson Carl-Otto (Hd),0,0,1,1726
77200,Choctaw Split,220,5,s,Johansson Emma E (Kr),1,500,0,1727
77100,Levitation,498,6,s,Bodevind Hans (Hd),0,0,0,1728
77000,Accra,400,6,s,Bergh Robert (Å),0,0,1,1729
76800,GRSunshine,25,6,v,Blomander Björn (Vg),0,0,0,1730
76600,Inthemorning,438,7,v,Stenquist Niclas (Ax),0,0,1,1731
76600,Ceasarion Marcesi,588,6,v,André Cecilia (Å),1,22800,0,1732
76500,Pell Inn,55,11,v,Widegren Göran (Vg),0,0,0,1733
76400,Jojo Keeper,1389,4,v,Bergh Robert (Å),0,0,1,1734
76400,Diggers Fromheaven,1434,4,v,Persson David (Ax),0,5400,1,1735
76350,Donizetti,1413,3,h,Riordan Jerry (Hd),0,0,1,1736
76323,Ace Gio Gar (IT),1353,5,v,Eriksson Christoffer (J),0,5096,1,1737
76300,Already Gone,230,5,v,Oscarsson Jim (Kr),0,0,1,1738
76300,Conrads Malin,520,4,s,Persson Fredrik (Kr),0,8500,1,1739
76300,Golden Kick Back,40,10,s,Persson Per-Ingmar (Vg),0,0,0,1740
76000,Lorenzo Boko,1160,3,v,Riordan Jerry (Hd),0,0,1,1741
75800,Kaylyn Kyle,320,6,s,Cederberg Conny (Kr),0,0,0,1742
75700,Craigh Na Dun,25,5,s,Lindgren Marcus (Hd),0,0,1,1743
75500,Kilmister Boko,1405,4,v,Lugauer Conrad (J),0,0,1,1744
75423,Fatia Simoni* (DK),598,4,s,Madsen Thomas (Kr),0,15800,1,1745
75300,Czarina Adamas,460,4,s,Storgaard Gitte (J),1,0,0,1746
75183,Botticelli Grif* (IT),976,4,h,Dahlén Magnus (Hd),0,15147,1,1747
75000,Mustang Racer,1400,3,v,Bergh Robert (Å),0,75000,1,1748
