startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
313600,Easy Tiger Pellini,124,9,v,Glans Jenny (Ax),1,10900,0,696
313400,Forrest Hornline,1540,7,v,Lindblad Niklas (J),0,52500,0,697
313179,Laradja Vrijthout* (BE),2085,6,v,Lugauer Conrad (J),0,115000,1,698
312700,Sobel Photo,762,7,v,Fajersson Catrin (Kr),1,0,1,699
312500,Gusto,1410,5,s,Lövgren Joakim (J),0,106000,1,700
311500,Carlos Ken,1790,6,v,Törnberg Ann-Charlotte (Vg),1,0,0,701
311200,Dreamlover GD,1102,8,v,Jonasson Camilla (Hd),1,0,1,702
311174,Ready Trophy (FI),1694,5,v,Aho Mikko (Å),0,9500,1,703
310500,Niveau,40,12,v,Gustafsson Rolf (Vg),0,0,0,704
308700,Xantino Bay,225,7,v,Gottfridsson Thony (Kr),0,500,0,705
308665,Flying Bolt,370,9,v,Pilenberg Mikael (J),0,1000,0,706
307682,Tourzo,368,6,s,Andreasson Maria (Å),1,31800,0,707
307500,Betting Ace,155,5,s,Robertsson Niklas (Kr),0,0,1,708
306900,All in a Dream,864,7,v,Axelsson Stefan (Kr),0,43400,0,709
306824,Hero Sibey* (FR),2651,4,h,Malmqvist Tomas (J),0,0,1,710
306400,Ingesson,1099,5,v,Widegren Dan (Hd),0,64900,1,711
305508,Explosive Class,74,6,v,Henriksen Per (Å),0,500,1,712
305000,Dropluggage Racing,765,8,s,Eklundh André (Å),0,7000,1,713
304700,Alibi,1379,6,s,Björkqvist Jan (Ax),0,82900,0,714
304500,Cojito,990,6,v,Danielsson Håkan (Kr),0,0,1,715
304367,Ilma Corda* (FR),2807,3,s,Malmqvist Tomas (J),0,165123,1,716
304100,Brilliant Smile,1165,4,s,Riordan Jerry (Hd),0,0,1,717
304050,Honesty Love* (FR),813,4,s,Malmqvist Tomas (J),0,60137,1,718
304000,Brunello Hall,720,5,h,Bergh Robert (Å),0,500,1,719
304000,Insert Ecus (DE),25,9,v,Lundkvist Johan (Å),0,1000,0,720
304000,Galewindsonthepath,1040,5,v,Svensson Anders (Hd),0,7000,0,721
303961,Major Tallmadge,430,6,v,Lindgren Marcus (Hd),0,7000,1,722
303400,Dontloosememate,605,5,v,Oscarsson Jim (Kr),0,25000,1,723
303250,Vasco de Gama (IT),1353,7,v,Thorson Olof (Å),0,70300,0,724
300900,Whitestripe Maid,740,7,s,Möller Emma (Ax),1,10500,0,725
300650,Dynamite Sand,893,10,v,Svanhall Irene (Kr),1,16800,0,726
300500,Georgia Am,3160,5,s,Persson David (Ax),0,218000,1,727
300000,Gitane d'Inverne,2285,5,s,Björkqvist Jan (Ax),0,174500,0,728
299150,Roblox Memphis,620,10,v,Andersson Robert (J),0,0,0,729
298800,Edgy Look,105,8,v,Persson Håkan K (Hd),0,5500,1,730
298666,Zagor Roc (IT),951,6,v,Persson David (Ax),0,0,1,731
298633,Select Teemer,65,8,v,Hagström Nicki (Hd),1,1000,0,732
298100,Ottens Flamma,228,6,s,Oscarsson Jim (Kr),0,17800,1,733
297440,Mr Babalo (NO),258,7,v,Aurell Laursen Katarina (Ax),1,14300,1,734
296300,Drip Drop,140,7,s,Jakobsson Rigmor (Ax),1,13500,0,735
296100,Silver Lore,104,9,s,Andersson Robert (J),0,6900,0,736
295700,Princess Carmody,779,9,s,Oppäng Karl Niclas (Å),0,50800,0,737
295122,Miss Moneypenny* (BE),980,5,s,Crebas Hans (Ax),0,27500,1,738
295000,Omega Superstar,80,5,s,Bergh Robert (Å),0,8000,1,739
294900,Din Lymmel,245,9,v,Andersson Peter U (Hd),0,0,0,740
294800,Twins Zaack,30,8,v,Wallgren Yngve (Hd),0,3000,0,741
293000,Livi Othella HM,815,5,s,Untersteiner Peter (Hd),0,0,1,742
292745,JFSånna,216,10,v,Karlsson Michael (Kr),0,0,0,743
292500,Namaste,1755,4,s,Lövgren Joakim (J),0,85000,1,744
292000,Speed Vici,1615,5,h,Lövgren Joakim (J),0,56000,1,745
291900,Chumani,1615,5,s,Lövgren Joakim (J),0,0,1,746
291500,Goldfield,1307,5,h,Nilsson Lars I (J),0,73200,0,747
291227,Star Above OP (IT),50,10,v,Larsson Stefan (Ti),0,500,0,748
290800,Gal Gadot Racing,315,5,s,Eklundh André (Å),0,0,1,749
290700,Next Limit,565,7,v,Martinsson Eric (Ax),0,8000,1,750
289300,Cambria,1205,6,v,Dalborg Thomas (Ax),0,30500,1,751
289300,Cooling Break OO,340,7,v,Robertsson Dick (Hd),0,13500,1,752
289000,Brottarn,132,6,v,Bratell Lars (Å),0,0,0,753
288550,Tricky Face,365,6,v,Svanstedt Anders (Ax),0,1000,1,754
288200,Bellman Gothia,196,12,v,Rogell Anna (J),1,0,0,755
287950,Elektra Dream,239,8,s,Jonsson Anders I (Ax),0,0,0,756
287800,Jobie Storm,96,5,s,Bergh Robert (Å),0,4000,1,757
287700,Chablis Premier,585,8,v,Strandqvist Linn (Hd),1,28500,1,758
287100,Mahara Gutha,823,5,s,Svensson Johan (Hd),0,0,0,759
286900,Fine Lane,66,7,s,Carlström Åsa (Å),1,0,0,760
286500,Diversity Pellini,2280,5,s,Lähdekorpi Hanna (Hd),1,85000,0,761
286200,Svempa Laday,824,6,v,Dalborg Thomas (Ax),0,63400,1,762
285000,Jetstream Rapida,343,5,v,Svensson Claes (Vg),0,18800,1,763
284800,Nunna,109,7,s,Drottmar Christian (J),0,13800,0,764
284600,Our Girl,310,6,s,Jonsson Per (Ax),0,0,0,765
284500,Madurai,25,8,v,Florin Mikael (Vg),0,2000,0,766
284500,Verdetto RL (IT),980,7,v,Svensson Lennart (Vg),0,0,0,767
284498,Gelatiamo,755,7,v,Bergh Robert (Å),0,13000,1,768
283300,Eight Hour (DK),2818,5,s,Lindblom Björn (J),0,60000,1,769
283043,Regiment (NO),323,7,v,Sövik Preben (J),0,14870,1,770
282900,Fedex Cup,285,9,v,Lindgren Charlotta (Ax),1,14000,0,771
282300,Madjestic Man,255,7,v,Ljunghager Kajsa (Ax),1,500,0,772
281000,Sanderson,845,4,v,Nordström Per (J),0,0,1,773
280200,Erik K,424,7,v,Ivehag Josefine (Ax),1,0,0,774
279900,Eye in the Sky,720,7,v,Svensson Claes (Vg),0,28500,1,775
278500,Phantasy Tile,2175,4,s,Samuelsson Ola (J),0,127500,1,776
278000,Adriatic Kronos,520,5,v,Bronsman Ann-Karin (Å),1,0,0,777
277500,Borups Umami,1585,4,v,Untersteiner Johan (Hd),0,0,1,778
277500,Begum Kronos,1320,4,s,Untersteiner Peter (Hd),0,12500,1,779
277253,Claire di Quattro,665,5,s,Lindgren Marcus (Hd),0,36500,1,780
277233,Erba d'Aunou (FR),69,7,s,Bergh Robert (Å),0,0,1,781
277000,Lucky Truc,2010,4,v,Arnqvist Peter (Hd),0,126000,0,782
276300,Tilda Express,963,4,s,Lindgren Marcus (Hd),0,0,1,783
276100,Yaganashi,55,7,s,Olsson Cecilia (Å),1,0,0,784
275500,Gigaro Am,363,5,v,Bergh Robert (Å),0,0,1,785
274600,Sven Algot Boy,365,12,v,Johansson Esmeralda (Å),1,2000,0,786
274335,Just Invincible,70,8,s,Danielsson Håkan (Kr),0,0,1,787
274100,DJStar,560,9,s,Karlsson Daniel (Å),0,0,0,788
273241,Piglet Pil,164,8,v,Åkerman Allan (Å),0,13900,0,789
272500,Joyo,490,5,s,Dyhrberg Svend (Hd),0,16000,1,790
271900,Wine Lane,385,6,s,Gudmundsson Rune (Hd),0,23000,0,791
271889,Justice Rhyme,465,7,v,Svart Janne (Å),0,22000,0,792
271302,Rut K,535,7,s,Dyhrberg Svend (Hd),0,11000,1,793
270629,Havilah* (FR),3679,4,s,Malmqvist Tomas (J),0,0,1,794
270600,Imola Boko,485,6,v,Eriksson Niklas (Ax),0,37500,0,795
270538,Nobella Winner,34,8,s,Örberg Bo (J),0,1500,0,796
270300,Björkets Bounty,235,10,v,F Bäckstrand Louise (Kr),1,0,0,797
270100,Amandarin RD,110,6,s,Dyhrberg Svend (Hd),0,1500,1,798
269900,Just Make It,1795,5,s,Samuelsson Ola (J),0,114500,1,799
269100,Garca,1588,5,s,Hedberg Pär (Ax),0,118800,1,800
268800,Anice Cake,660,4,s,Oscarsson Jim (Kr),0,58500,1,801
268700,Cadillac Dimanche,40,7,v,Stenquist Niclas (Ax),0,3500,1,802
267500,Five O'Clock,720,5,s,Thorson Olof (Å),0,42400,0,803
267400,Comet af Solnäs,40,9,v,Haglund Veronica (Hd),1,3500,0,804
266525,Pacificator,84,12,v,Dahlqvist Mikael (J),0,0,0,805
266500,Tresexton (US),245,6,v,Sundgren Johan L (Ax),0,14500,0,806
265300,Strong Lover,1773,5,v,Elfstrand Mimmi (Ax),1,70000,1,807
264900,Radio Gaagaa,1877,5,v,Untersteiner Peter (Hd),0,0,1,808
264400,Milos Ganador,485,5,v,Elfstrand Olle (Å),0,17500,1,809
264100,Global Annuity,1235,5,v,Untersteiner Peter (Hd),0,0,1,810
263800,MTNosler,710,6,v,Aho Mikko (Å),0,6000,1,811
263700,Magnificent,25,10,v,Rydberg Jesper (Ax),0,500,0,812
262900,Restless Heart,605,5,s,Lugauer Conrad (J),0,30500,1,813
262500,Viva la Vida Face,1315,4,v,Kolgjini Adrian (J),0,70500,1,814
261900,Romantico,384,5,v,Bergh Robert (Å),0,0,1,815
261554,Ville Ima,170,7,v,Mårtensson Jonny (Hd),0,0,0,816
260800,Sergie Phefirst,150,7,v,Oscarsson Jim (Kr),0,10000,1,817
260700,Neon Hagh,499,6,h,Persson Fredrik (Kr),0,500,1,818
260100,Daydream la Marc,1379,6,s,Madsen Thomas (Kr),0,2500,1,819
259150,Matteo,174,5,v,Blomberg Helén (Å),1,0,0,820
256800,My Little Sparrow,406,7,s,Bergström Lars-Åke (Å),0,0,0,821
256600,Mint Sånna,300,7,v,Hellstedt Jan (Vg),0,0,1,822
256434,Santana Grif (IT),107,10,v,Rask Per-Anders (Å),0,0,0,823
256400,Newlight Coger,820,5,v,Persson Fredrik (Kr),0,30500,1,824
256300,Titan Lavec,25,10,v,Hecht Karlsson Pernilla (Kr),1,0,0,825
256150,Tex Ritter,245,8,v,Pettersson Karolin (Ax),1,0,0,826
256124,Jetske Beemd (NL),230,5,s,Aronsson Sofia (Ax),1,6600,1,827
255900,Lill Zacke,175,5,v,Zackrisson Anders (Kr),0,7000,1,828
255000,Bahama Passion,2400,4,s,Andersson Tommy B (Ax),0,0,0,829
253998,Zarch Wise As* (IT),90,6,v,van der Meer Patricia (J),1,3500,1,830
253800,Simb Rubinette,363,5,s,Dalborg Thomas (Ax),0,6400,1,831
253300,High Colours,438,10,v,Larsson Leif (Å),0,11700,0,832
252893,Clintan Sisu,617,9,v,Werder Stephanie J (J),1,25000,0,833
252100,Mon Ami Lane,160,6,s,Sandin Elisabeth (Ax),1,10500,1,834
251100,GKUrsus,390,6,h,Lagerström Stefan (Kr),0,11000,0,835
251000,Jockes Abbot,1215,5,v,Aurell Laursen Katarina (Ax),1,1000,1,836
250800,Linda Sånna,145,8,s,Hellstedt Jan (Vg),0,500,1,837
249700,Amore Passo VW,3100,7,v,Brindeborg Lars (Hd),0,100000,1,838
249100,Wolf of Wallstreet,569,5,v,Lugauer Conrad (J),0,0,1,839
248700,Måni,40,9,s,Berggren Eva (Hd),1,1000,0,840
248100,Saonoi,1110,4,s,Heiskanen Veijo (Å),0,20500,1,841
247850,Bellzapp,114,9,v,Nilsson Ove (Kr),0,6900,0,842
247623,Zanardi Grif* (IT),1343,6,h,Dahlén Magnus (Hd),0,0,1,843
247500,Fireman Am,535,6,v,Eriksson Niklas (Ax),0,0,0,844
247400,Global Secrecy,327,9,v,Samuelsson Ola P (Ax),0,17700,0,845
247300,Jumeirah Boko,370,5,v,Untersteiner Johan (Hd),0,0,1,846
247185,Donovan Hall,1139,7,v,Fyhr Linda (Hd),1,63900,0,847
246770,Flirting Diamond* (NO),2485,4,v,Uhrberg Thomas (J),0,85000,1,848
246500,Draft One,425,8,h,Knutsson Kent (Vg),0,0,1,849
246400,Fetiche Boko,235,9,s,Johansson Alisia (Å),1,0,0,850
245331,Broadway Sun* (NO),1593,4,h,Henriksen Per (Å),0,70000,1,851
244896,Don Pedro DK (DK),880,6,v,Heiskanen Veijo (Å),0,0,1,852
244600,Valeria Wareco,1315,5,s,Sahlg-Fromell Monica (J),1,89000,0,853
244500,Tidore Degato,1337,5,s,Robertsson Niklas (Kr),0,17500,1,854
244055,Beaks Manello (NO),508,6,v,Rietz Lina (Å),1,10000,0,855
243850,Quantum Cappuccino,265,9,v,Kristiansson Ann-Sofie (Hd),1,500,0,856
243600,Icloud,119,6,s,Dyhrberg Svend (Hd),0,500,1,857
243500,Stenson,1360,4,h,Uhrberg Thomas (J),0,0,1,858
243000,Balanced Rudder,669,6,v,Wiklund-Turén Ulla (Ax),1,34900,0,859
242600,Peter Highness,660,8,v,Brindeborg Lars (Hd),0,0,1,860
242000,Skogbys Gallardo,520,6,v,Hellman Gustav (Hd),0,29500,0,861
241500,Jubel,985,7,v,Johansson Lennart T (Ax),0,0,0,862
240700,Wrecking Ball,1964,9,v,Bianchi Riccardo (Hd),0,0,1,863
240500,Big Jim Pellini,570,6,v,Lähdekorpi Hanna (Hd),1,21500,0,864
239450,Målaresven,336,8,v,Bratell Lars (Å),0,16000,0,865
239300,Fiery Heart,478,5,v,Persson Fredrik (Kr),0,23400,1,866
239100,Flynn Rider,225,9,v,Olsson Cecilia (Å),1,0,0,867
238400,Miriam Håleryd,924,5,s,Untersteiner Peter (Hd),0,500,1,868
238350,Neonetta GH,374,6,s,Persson Fredrik (Kr),0,6900,1,869
238000,Toutou,361,9,v,Björk Anna (J),1,0,0,870
237900,Staro King of Rock,290,8,v,Wallgren Yngve (Hd),0,21500,0,871
237500,Crank,1685,5,v,Bergh Robert (Å),0,52500,1,872
236700,Nikitita,25,8,s,Åkerblom Solbritt (J),1,1500,0,873
236000,Lucifer Sam,1355,4,v,Untersteiner Peter (Hd),0,7000,1,874
235972,Zeus Dipa (IT),1465,6,v,Aurell Laursen Katarina (Ax),1,0,1,875
235000,Emma Häggenäs,1265,4,s,Nordström Per (J),0,61500,1,876
234900,BBSSolarsystem,852,7,s,Nilsson Lars-Göran (J),0,52700,0,877
234700,Hazyshadeofwinter,1132,4,s,Eklundh André (Å),0,54500,1,878
234700,Vikens Generate,230,5,s,Fellbrandt Mikael (Ax),0,500,1,879
234400,Crazy Man Ås,250,7,v,Ljunggren Leif (Å),0,25000,0,880
234300,Happy Few,965,4,h,Lövgren Joakim (J),0,41500,1,881
233850,Coolkindacrazed,660,11,v,Schillström Anders (Hd),0,0,0,882
233700,Gotländer,704,9,v,Jonsson Thomas (Kr),0,0,1,883
233606,Silent Honor (US),1163,6,v,Persson Håkan K (Hd),0,5400,1,884
233587,Atlas Font* (IT),705,5,h,Fiore Christian (Hd),0,35500,1,885
233000,Global Bergkamp,1150,4,v,Persson Linda (Hd),1,15000,0,886
232800,Pre Calculated,1935,4,h,Karlsson Ola (J),0,103500,1,887
232633,Isan (DE),850,5,s,Crebas Hans (Ax),0,37000,1,888
232400,KADacy,40,7,s,Johansson Jan E (Kr),0,3500,0,889
232150,Sir Armani,90,12,v,Rehn Kenneth (Ax),0,9000,0,890
232100,Twins Zabaidee,40,6,s,Brostorp Johanna (Vg),1,3500,0,891
231800,Van Gils,1250,7,v,Eklundh André (Å),0,51500,1,892
231800,After Eight,120,7,s,Hellkvist Bo (Ax),0,0,1,893
231300,Alex TH,375,5,v,Zackrisson Anders (Kr),0,500,1,894
230500,Anemon,330,8,s,Berg Thomsen Per (Ax),0,1000,0,895
230500,Utah Broline,390,5,v,Tovek Linda (Hd),1,500,0,896
230390,Philomenia,464,4,s,Riordan Jerry (Hd),0,14400,1,897
230300,Classic Gal,1150,6,s,Olsson Dan-Åke (Kr),0,48000,0,898
230000,Syria Då,2210,7,s,Bengtsson Ingrid (Hd),1,0,1,899
229700,American Accent,25,11,v,Sköld Stig (Ax),0,0,0,900
229338,Illawara* (FR),3007,3,s,Malmqvist Tomas (J),0,174297,1,901
229300,North Dakota,2658,4,s,Martinsson Eric (Ax),0,190800,1,902
228300,Hitthebar,783,5,v,Untersteiner Peter (Hd),0,6400,1,903
228200,Twinkle Laday,461,8,s,Andersson Linda (Å),1,0,0,904
228000,High Bypass,135,13,v,Fritz Helena (Ax),1,0,0,905
227900,Sobel Nils,1195,5,v,Untersteiner Peter (Hd),0,35000,1,906
227763,Jackman (BE),265,8,v,Eriksson Niklas (Ax),0,5000,0,907
227000,Yuvaraj,2575,4,h,Untersteiner Peter (Hd),0,115000,1,908
226980,Big Top Lindy (US),365,4,h,Eklundh André (Å),0,0,1,909
226900,Acredula RL (IT),442,5,s,Söderström Carlos (Å),0,28700,1,910
226783,Granit de la Roque (FR),457,5,v,Oscarsson Jim (Kr),0,13000,1,911
226200,Valnes Havanna,345,8,s,Persson Roland (J),0,0,0,912
225900,Coram d'Inverne,515,6,v,Dalborg Thomas (Ax),0,0,1,913
225700,Digital Ocean,675,6,v,Sköld Stig (Ax),0,23000,0,914
225500,Ture LA,3005,4,v,Untersteiner Johan (Hd),0,0,1,915
225213,Four Fifty,227,6,s,Thorson Olof (Å),0,1000,0,916
225150,Filip Winner,999,5,v,Persson Linda (Hd),1,12000,0,917
224000,Zolasoray OO,35,7,v,Opander Claes (Ax),0,0,0,918
223900,Digital Globe,448,5,v,Södervall Henrik (J),0,21900,0,919
223600,Nixan Run,40,7,s,Holmquist Emma (Kr),1,2500,0,920
223600,Ragga Loss,40,11,v,Larsson Ingemar (Kr),0,0,0,921
223400,Sugar Man,30,8,v,Sandin Elisabeth (Ax),1,0,1,922
223300,Stella Nova Race,1105,4,s,Stenströmer Ulf (Ax),0,25000,1,923
222500,Poesi Kloster,708,5,s,Kristiansson Göran (Hd),0,12800,0,924
222400,Zin Zano Bay,413,5,v,Martinsson Eric (Ax),0,19900,1,925
222000,Betting Pacer,2110,4,s,Robertsson Niklas (Kr),0,10500,1,926
221882,Rooney Face,420,8,v,Forsberg Fredrik (J),0,0,0,927
221700,Åsanna Starline,1635,5,s,Larsson Ann-Christin (Hd),1,88500,0,928
221400,Chestnut Bojje,1660,4,h,Bergh Robert (Å),0,50500,1,929
221400,Power Vacation,169,5,s,Untersteiner Peter (Hd),0,0,1,930
221178,Barfighter LM (NL),185,13,v,Olsson Cecilia (Å),1,0,0,931
221023,Joker of Steel* (DE),2343,5,v,Untersteiner Peter (Hd),0,30000,1,932
220900,Digital Indy,1160,4,h,Karlsson Ola (J),0,0,1,933
220800,Elle Titation,1308,5,s,Untersteiner Johan (Hd),0,0,1,934
220800,Silverbullet Lavec,235,11,v,Andersson Uddeholt Lena (Kr),1,2500,0,935
220500,Engine Interface,171,8,v,T Olsson Charlotte (Kr),1,0,0,936
220400,Prototype Hanover (US),55,7,v,Oscarsson Jim (Kr),0,5500,1,937
220312,Barkåks Pilgrim,345,9,v,Hannanova Anna (Ax),1,0,0,938
220000,Violin Brodda,565,4,s,Zackrisson Anders (Kr),0,500,0,939
218576,Twentyfourseven DE (DE),640,6,v,Fyhr Linda (Hd),1,0,0,940
218500,Kattis JBoko,1930,4,s,Lugauer Conrad (J),0,13000,1,941
218000,Anxious to Matters,1955,4,v,Törnqvist Maria (Å),1,0,1,942
217939,Carlos Stephanie,213,6,s,Malmqvist Tomas (J),0,19300,1,943
217800,Silver Glen,215,6,v,Andersson Robert (J),0,11500,0,944
217500,Samson,1470,4,h,Karlstedt Tommy (Å),0,0,1,945
216750,Je t'aime Glider,757,9,v,Jeppsson Dan (J),0,0,0,946
216031,Fromming (US),823,4,h,Riordan Jerry (Hd),0,25500,1,947
215795,Dynamic Raja,559,8,v,Werder Stephanie J (J),1,15000,0,948
215600,Jessica Pride,366,8,s,Antonsson Kenneth (Å),0,0,0,949
215550,To the Moon Face,1333,6,s,Eriksson Christoffer (J),0,0,1,950
215192,Piccadilly,1465,4,h,Lövgren Joakim (J),0,67000,1,951
215000,Under Armour,1315,4,v,Lövgren Joakim (J),0,17500,1,952
214900,Manstone's Future,152,9,v,Rask Per-Anders (Å),0,0,0,953
214800,Air Space,895,5,v,Sköld Stig (Ax),0,56500,0,954
214761,Typhoon Face,709,6,v,Selitska Viktoria (J),1,30459,0,955
214285,Jambers* (DE),343,5,h,van der Meer Patricia (J),1,7300,1,956
214200,Roc Star Joli,1254,5,v,Aronsson Sofia (Ax),1,0,1,957
214200,Quite a Soldier,168,7,v,Haglund Veronica (Hd),1,7900,0,958
214100,Milles Fighter,217,8,v,Prytz Pethra (Å),1,500,0,959
214100,Cracker Jack,920,4,v,Sandblom Emil (Ax),0,12500,0,960
213000,Power Lane,2150,4,h,Eriksson Christoffer (J),0,35000,1,961
212100,Incredible Wine,2105,5,v,Dalborg Thomas (Ax),0,105500,1,962
211353,Titus Rocket,95,13,v,Gottfridsson Christian (Kr),0,0,0,963
211343,High Roller Sox,1554,5,v,Untersteiner Peter (Hd),0,0,1,964
211150,Toxic Trix Macay,148,7,s,Klang Jan L (Å),0,9350,0,965
210354,Can Win Ixi,750,8,v,Schillström Anders (Hd),0,34500,0,966
210200,Candy Crush,320,7,s,Elfstrand Mimmi (Ax),1,21500,1,967
207500,Sinister Face,705,7,v,Andreasson Ronny (Ax),0,2500,0,968
206800,Becker,620,5,v,Untersteiner Peter (Hd),0,500,1,969
206668,Black Beluga (DK),110,8,v,Karlsson Maria T (Kr),1,0,0,970
206600,Listas Terminator,515,5,s,Lindgren Marcus (Hd),0,21000,1,971
206100,Almagest AC,930,5,s,Strandäng Birgitta (Ax),1,5500,0,972
206000,La Sassicaia,2660,4,s,Untersteiner Peter (Hd),0,0,1,973
205750,Wiss Very Nice,185,12,v,Törnberg Ann-Charlotte (Vg),1,0,0,974
205500,Benellie,904,6,s,Leeb Peter (Å),0,0,0,975
205500,Make Me,339,8,s,Ohlsson Lillemor (Kr),1,5000,0,976
205400,Das Auto,1450,5,v,Olsson Anna (Kr),1,10000,0,977
205300,Symphonic Irja,265,7,s,Johansson Henrik (Vg),0,0,0,978
205128,Riley SW,1098,5,v,Karlsson Ola (J),0,53000,1,979
205000,Bosse Rich,70,7,v,Kyllönen Kimmo (Å),0,7000,0,980
204950,Burn Out,844,11,v,Ohlsson Lillemor (Kr),1,25900,0,981
204800,Mr Big Sox,285,9,v,Frick Amanda (Hd),1,1000,0,982
204750,Chicon,144,7,v,Torin Lis (Å),1,11400,0,983
204400,Solo Flight,726,5,v,Nilsson Lars I (J),0,37500,1,984
204352,Hector Eck,935,5,h,Malmqvist Tomas (J),0,0,1,985
203900,Emelie E,1354,4,s,Samuelsson Ola (J),0,72900,1,986
203700,Don't be So Shy,1529,4,v,Svensson Claes (Vg),0,100400,1,987
203569,Inazawa Smart (NL),814,6,s,Lövgren Joakim (J),0,11500,1,988
203400,Okobaloz,560,9,v,Pettersson Ronny (Vg),0,0,0,989
203350,Stalliano,164,13,v,Bäckman Tomas (Hd),0,0,0,990
203200,Conrads Diderot,179,5,v,Törnqvist Maria (Å),1,0,1,991
203100,Digital Process,1010,6,v,Ekberg Stanley (Hd),0,26000,0,992
202898,Father Foura,220,8,v,Lorentzen Jörgen (J),0,12500,1,993
202880,Tornado Exclusive,134,11,v,Jakobsson Julia (Hd),1,9900,0,994
202811,Dennis CK,368,9,v,Olsson Per-Ola (J),0,13800,0,995
202800,Body Contact,25,5,s,Henriksen Per (Å),0,2500,1,996
202760,Epsom,595,7,s,Forssell Anna (Ax),1,0,1,997
202048,Tough America (IT),90,9,v,Görtz Conny (J),0,0,0,998
201000,Stepping Forever,249,7,v,Berg Fredrik (Ax),0,0,0,999
200750,Stoneface,20,11,v,Pettersson Jonas (Hd),0,0,0,1000
200300,Fenix Marcesi,1093,7,v,André Cecilia (Å),1,0,0,1001
200000,Flybury Am,695,6,v,Hinterlach Gunilla (Hd),1,500,0,1002
199800,Quantum Donado,216,8,v,Gårdh-Käld Kicki (Å),1,500,0,1003
199633,Slimfit (DE),338,6,v,Petersson Thomas (Å),0,5000,0,1004
199550,Alvena UTwo,55,10,v,Löfkvist Clas (Kr),0,0,0,1005
199200,Incredible Sånna,50,11,v,Bergsten Anna (Ax),1,500,0,1006
198131,Listas Psycho,770,5,v,Olsson Jacobsen Sophia (Å),1,42000,0,1007
198100,Ville Turf,1553,8,v,Klint Niklas (Ax),0,0,0,1008
197900,Move it Brodde,230,5,v,Södervall Henrik (J),0,1000,0,1009
197873,Beowulf Play* (IT),243,4,h,Dahlén Magnus (Hd),0,5198,1,1010
197700,Quite Solo,307,7,s,Johansson Håkan E (Å),0,0,0,1011
197700,Nelle Atticus Lane,1595,6,v,Svensson Sten-Åke (Å),0,13500,0,1012
197300,Edello,220,7,v,Karlsson Michael (Kr),0,1000,0,1013
196400,Mästarnas Mästare,1285,5,v,Larsson Pernilla (Hd),1,68500,0,1014
196200,Mirakel Håleryd,1115,5,v,Karlstedt Tommy (Å),0,51000,1,1015
196200,Pim Pim Joli,470,6,s,Blomqvist Jonathan (Vg),0,19000,0,1016
196119,Choco Lane,641,5,v,Bergh Robert (Å),0,23119,1,1017
196000,Gumman Sisu,950,5,s,Persson Fredrik (Kr),0,0,1,1018
195750,Crown Pale,235,7,v,Fagerberg Caroline (Ax),1,16000,0,1019
195700,Rita de Castella,228,9,s,Forsmoo Birgitta (Ax),1,0,0,1020
195300,Voltaire PHill,1065,4,v,Bergh Robert (Å),0,109000,1,1021
195300,Harry Kee,420,9,v,Magnusson Mikael (Hd),0,500,0,1022
194900,Grace Gamble,1050,6,s,Johansson Håkan B (Hd),0,55000,0,1023
194900,Cash Bore,865,6,v,Borekull Ulf (Å),0,46500,0,1024
194600,Sweet Näs,66,8,s,Good Anna (Kr),1,0,0,1025
194500,Nina Ginto,920,5,s,Aronsson Sofia (Ax),1,32500,1,1026
194300,Hera Sisu,1823,4,s,Martinsson Eric (Ax),0,54300,1,1027
193900,Sally MacLennane,515,7,s,Flink Jan E (Ax),0,29000,0,1028
193663,Geantissime* (FR),238,5,s,Malmqvist Tomas (J),0,0,1,1029
193600,Massive Attack,837,5,v,Dahlén Magnus (Hd),0,46700,1,1030
193521,Akela Play (IT),549,5,v,Svanstedt Anders (Ax),0,31900,1,1031
193500,Bambi AF,1155,7,s,Åsén Jörgen (Å),0,0,0,1032
192500,Navona,3250,4,s,Bergh Robert (Å),0,135000,1,1033
192200,Inox River,160,5,v,Paal Wilhelm (Hd),0,13000,1,1034
191629,Nici,264,12,v,Olofsson Leif (J),0,18900,0,1035
191500,Kadett Brodde,1405,6,v,Jönsson Tony (Hd),0,43000,0,1036
191400,Awkward Situation,809,6,s,Gustafsson Mikael (Ax),0,0,0,1037
191200,Isabell Trot,1412,4,s,Oscarsson Jim (Kr),0,42700,1,1038
191100,Vision Face,1145,4,v,Lubrano Giuseppe (Å),0,59500,0,1039
190800,Hugo Journey,989,4,v,Karhulahti Ville (Ax),0,11400,0,1040
190700,Moet,194,6,s,Ivehag Josefine (Ax),1,16400,0,1041
190300,Colour of Love,127,10,s,Andersson Peter U (Hd),0,0,0,1042
190210,Alert Vendil,1049,5,v,Malmqvist Tomas (J),0,64300,1,1043
190050,Hambra's Bon Jovi,91,7,v,Pettersson Karolin (Ax),1,1500,0,1044
190000,Digital Races,2050,4,h,Eriksson Christoffer (J),0,0,1,1045
190000,Cream Balloon,181,9,v,Skäryd Malin (Kr),1,0,0,1046
189700,Loveley Lasse,262,5,v,Lövgren Joakim (J),0,0,1,1047
189600,Starbec's Goofy,0,13,v,Lauridsen Lina (Å),1,0,0,1048
189000,Nadal Coger,825,4,v,Persson Fredrik (Kr),0,30000,1,1049
